flight_id,departure_time,arrival_time,airline,origin_airport,destination_airport,weather_condition,airport_congestion,delay_time,temperature,wind_speed,hour,passengers
218,2025-02-01 06:11:40,2025-02-01 09:11:40,BlueHorizon Airlines,SYD,NRT,Windy,Medium,17,8,28,6,277
219,2025-02-05 06:14:40,2025-02-05 10:14:40,JetStream Airlines,HND,NRT,Foggy,Medium,34,-4,34,6,240
220,2025-08-17 16:39:40,2025-08-17 19:39:40,EagleFly Express,NRT,GRU,Foggy,Medium,4,5,34,16,204
221,2025-08-25 15:48:40,2025-08-25 20:48:40,CloudNine Aviation,FRA,DXB,Hazy,Severe,17,16,49,15,328
222,2025-03-13 20:29:40,2025-03-13 22:29:40,JetStream Airlines,AMS,CDG,Stormy,Severe,35,13,24,20,365
223,2025-03-01 19:37:40,2025-03-01 22:37:40,EagleFly Express,LAX,LHR,Hazy,Low,110,-9,31,19,333
224,2025-03-24 12:25:40,2025-03-24 13:25:40,BlueHorizon Airlines,HKG,SCL,Hazy,Low,60,13,47,12,295
225,2025-05-18 12:05:40,2025-05-18 16:05:40,CloudNine Aviation,AMS,HND,Sunny,Low,96,31,45,12,268
226,2025-09-02 08:09:40,2025-09-02 12:09:40,JetStream Airlines,SYD,DXB,Snowy,Low,96,9,19,8,367
227,2025-01-16 13:04:40,2025-01-16 16:04:40,CloudNine Aviation,NRT,LHR,Icy,High,100,31,29,13,322
228,2025-09-17 13:27:40,2025-09-17 16:27:40,Sunset Skies Air,LAX,FRA,Cold,Medium,119,25,18,13,202
229,2025-09-13 06:49:40,2025-09-13 08:49:40,SkyHigh Airways,SCL,LHR,Hazy,Severe,89,17,46,6,289
230,2025-01-01 18:28:40,2025-01-01 19:28:40,BlueHorizon Airlines,CPT,SYD,Stormy,Medium,70,30,47,18,293
231,2025-06-22 05:57:40,2025-06-22 09:57:40,SkyHigh Airways,AMS,JFK,Sunny,Medium,104,37,1,5,389
232,2024-12-25 19:46:40,2024-12-25 20:46:40,CloudNine Aviation,AMS,FRA,Hazy,Low,83,-9,22,19,272
233,2025-01-05 02:19:40,2025-01-05 06:19:40,SkyHigh Airways,SFO,GRU,Windy,Severe,9,40,19,2,323
234,2025-07-23 21:00:40,2025-07-24 00:00:40,SkyHigh Airways,LHR,HKG,Stormy,High,22,31,48,21,198
235,2025-01-01 11:01:40,2025-01-01 13:01:40,CloudNine Aviation,AMS,SFO,Foggy,Low,37,29,21,11,305
236,2025-02-03 05:57:40,2025-02-03 10:57:40,BlueHorizon Airlines,CDG,DXB,Cold,Low,95,1,0,5,294
237,2024-11-07 16:33:40,2024-11-07 21:33:40,EagleFly Express,CPT,SFO,Windy,Low,75,37,9,16,269
238,2025-08-12 09:38:40,2025-08-12 11:38:40,JetStream Airlines,CPT,SCL,Hazy,High,44,8,33,9,338
239,2024-11-17 17:24:40,2024-11-17 19:24:40,EagleFly Express,ORD,SYD,Foggy,Medium,31,1,3,17,228
240,2025-03-12 05:56:40,2025-03-12 06:56:40,BlueHorizon Airlines,AMS,LAX,Stormy,Low,17,-2,15,5,206
241,2025-08-25 01:45:40,2025-08-25 02:45:40,SkyHigh Airways,NRT,SFO,Hot,Low,76,30,14,1,324
242,2025-03-18 03:05:40,2025-03-18 08:05:40,JetStream Airlines,CPT,CPT,Cold,Low,27,23,38,3,182
243,2025-06-17 20:38:40,2025-06-17 23:38:40,EagleFly Express,HKG,AMS,Hazy,Low,3,27,1,20,215
244,2025-05-03 19:05:40,2025-05-04 00:05:40,BlueHorizon Airlines,ORD,LHR,Cold,Low,88,16,11,19,217
245,2025-01-03 19:38:40,2025-01-03 21:38:40,CloudNine Aviation,JFK,HND,Hazy,Low,60,20,31,19,356
246,2024-10-26 16:20:40,2024-10-26 21:20:40,BlueHorizon Airlines,CDG,CPT,Hot,Severe,32,10,43,16,287
247,2025-02-22 07:21:40,2025-02-22 11:21:40,BlueHorizon Airlines,HKG,CPT,Hazy,High,43,4,40,7,243
248,2024-12-03 03:16:40,2024-12-03 05:16:40,SkyHigh Airways,HND,CDG,Sunny,Medium,38,11,36,3,294
249,2024-11-03 19:39:40,2024-11-03 23:39:40,CloudNine Aviation,LAX,HND,Windy,Low,76,17,12,19,353
250,2024-10-09 06:39:40,2024-10-09 09:39:40,Sunset Skies Air,CPT,NRT,Snowy,Medium,6,26,41,6,346
251,2024-12-24 23:06:40,2024-12-25 00:06:40,EagleFly Express,GRU,SCL,Cold,Medium,25,-9,28,23,230
252,2024-10-03 18:13:40,2024-10-03 19:13:40,SkyHigh Airways,SFO,LHR,Foggy,High,66,8,2,18,291
253,2025-07-02 16:00:40,2025-07-02 20:00:40,CloudNine Aviation,GRU,CDG,Sunny,Medium,4,-2,48,16,368
254,2024-09-30 12:14:40,2024-09-30 16:14:40,JetStream Airlines,ORD,GRU,Hazy,Low,34,23,45,12,279
255,2024-11-20 08:03:40,2024-11-20 09:03:40,BlueHorizon Airlines,DXB,FRA,Cold,Medium,4,4,14,8,185
256,2025-03-16 03:42:40,2025-03-16 06:42:40,SkyHigh Airways,GRU,HKG,Hot,Severe,10,14,29,3,346
257,2025-07-17 02:31:40,2025-07-17 05:31:40,JetStream Airlines,NRT,LAX,Foggy,Severe,72,34,32,2,183
258,2024-12-17 00:09:40,2024-12-17 02:09:40,EagleFly Express,ORD,CDG,Stormy,Medium,78,6,28,0,214
259,2025-02-18 09:15:40,2025-02-18 13:15:40,JetStream Airlines,HND,FRA,Rainy,Medium,3,39,21,9,211
260,2024-09-27 18:09:40,2024-09-27 19:09:40,Sunset Skies Air,SYD,LAX,Cold,High,88,39,24,18,194
261,2025-01-01 01:11:40,2025-01-01 02:11:40,JetStream Airlines,SCL,SFO,Hazy,Severe,105,-8,42,1,237
262,2025-08-30 23:46:40,2025-08-31 01:46:40,CloudNine Aviation,ORD,FRA,Windy,Low,46,4,33,23,372
263,2024-12-12 18:08:40,2024-12-12 22:08:40,Sunset Skies Air,AMS,JFK,Hazy,Severe,84,-4,31,18,270
264,2025-03-15 18:16:40,2025-03-15 19:16:40,CloudNine Aviation,FRA,LHR,Sunny,Medium,10,-4,7,18,308
265,2024-11-12 15:12:40,2024-11-12 17:12:40,JetStream Airlines,HND,GRU,Cloudy,Severe,23,10,3,15,244
266,2025-07-10 23:24:40,2025-07-11 00:24:40,CloudNine Aviation,SYD,DXB,Cold,Medium,102,-9,27,23,323
267,2025-02-16 10:39:40,2025-02-16 12:39:40,CloudNine Aviation,CPT,LAX,Cold,Medium,65,19,17,10,270
268,2024-10-22 02:03:40,2024-10-22 06:03:40,JetStream Airlines,CDG,DXB,Sunny,Severe,23,22,28,2,185
269,2025-05-23 07:09:40,2025-05-23 12:09:40,EagleFly Express,HND,SYD,Hazy,High,102,23,45,7,323
270,2025-04-01 22:13:40,2025-04-01 23:13:40,EagleFly Express,HKG,CDG,Hazy,Medium,44,31,22,22,262
271,2024-11-04 01:57:40,2024-11-04 04:57:40,Sunset Skies Air,LAX,GRU,Cold,Low,20,11,3,1,385
272,2025-01-10 05:18:40,2025-01-10 10:18:40,BlueHorizon Airlines,JFK,SYD,Sunny,Severe,111,11,21,5,171
273,2025-01-28 05:34:40,2025-01-28 08:34:40,CloudNine Aviation,SCL,NRT,Icy,Severe,28,18,41,5,227
274,2025-03-22 22:05:40,2025-03-23 03:05:40,JetStream Airlines,HKG,SYD,Snowy,Low,41,27,6,22,189
275,2025-09-02 16:33:40,2025-09-02 19:33:40,CloudNine Aviation,LAX,SCL,Rainy,Medium,93,21,42,16,226
276,2024-10-17 23:55:40,2024-10-18 03:55:40,Sunset Skies Air,ORD,FRA,Windy,Medium,71,23,30,23,202
277,2025-04-16 23:14:40,2025-04-17 02:14:40,EagleFly Express,CPT,SYD,Cold,Medium,89,27,42,23,223
278,2025-06-06 02:47:40,2025-06-06 03:47:40,BlueHorizon Airlines,HKG,SYD,Icy,Medium,24,5,18,2,183
279,2025-09-19 00:17:40,2025-09-19 05:17:40,Sunset Skies Air,AMS,CPT,Stormy,Medium,54,0,2,0,275
280,2024-10-21 14:55:40,2024-10-21 18:55:40,BlueHorizon Airlines,DXB,HKG,Windy,Low,70,23,25,14,389
281,2024-09-23 20:54:40,2024-09-23 21:54:40,JetStream Airlines,LAX,NRT,Sunny,Medium,99,-4,14,20,210
282,2025-02-02 00:42:40,2025-02-02 04:42:40,SkyHigh Airways,ORD,AMS,Rainy,Medium,64,25,48,0,373
283,2024-09-24 04:18:40,2024-09-24 08:18:40,BlueHorizon Airlines,GRU,AMS,Icy,Low,77,25,8,4,336
284,2025-05-24 00:59:40,2025-05-24 01:59:40,SkyHigh Airways,SFO,GRU,Snowy,Medium,108,13,3,0,308
285,2025-06-05 06:04:40,2025-06-05 08:04:40,Sunset Skies Air,HND,GRU,Snowy,Medium,31,16,43,6,356
286,2025-08-03 06:49:40,2025-08-03 07:49:40,CloudNine Aviation,SFO,GRU,Snowy,Medium,57,28,34,6,331
287,2025-06-15 23:44:40,2025-06-16 02:44:40,BlueHorizon Airlines,HND,CPT,Icy,Severe,55,3,11,23,185
288,2025-04-18 06:18:40,2025-04-18 07:18:40,JetStream Airlines,JFK,FRA,Cloudy,Low,59,38,34,6,178
289,2025-03-29 15:04:40,2025-03-29 18:04:40,CloudNine Aviation,SFO,SYD,Windy,Medium,43,22,16,15,288
290,2025-05-02 11:27:40,2025-05-02 15:27:40,EagleFly Express,HKG,HKG,Sunny,Low,44,26,42,11,257
291,2025-03-18 08:31:40,2025-03-18 13:31:40,CloudNine Aviation,JFK,GRU,Snowy,Low,54,-6,12,8,368
292,2025-01-28 05:13:40,2025-01-28 07:13:40,BlueHorizon Airlines,SYD,JFK,Hot,Low,54,-1,9,5,258
293,2025-03-16 16:02:40,2025-03-16 21:02:40,Sunset Skies Air,SCL,AMS,Sunny,High,104,5,44,16,381
294,2024-11-13 04:25:40,2024-11-13 05:25:40,JetStream Airlines,JFK,SCL,Cloudy,Low,54,0,14,4,214
295,2025-08-31 12:31:40,2025-08-31 13:31:40,BlueHorizon Airlines,FRA,GRU,Rainy,Medium,2,17,20,12,199
296,2025-02-28 03:37:40,2025-02-28 08:37:40,SkyHigh Airways,SYD,CPT,Hazy,Severe,8,25,26,3,250
297,2024-11-02 17:13:40,2024-11-02 19:13:40,CloudNine Aviation,HKG,JFK,Stormy,High,85,4,1,17,253
298,2025-03-08 20:49:40,2025-03-08 21:49:40,CloudNine Aviation,SCL,LHR,Icy,Medium,55,-4,22,20,260
299,2025-04-15 05:42:40,2025-04-15 08:42:40,EagleFly Express,LAX,NRT,Rainy,Severe,97,38,1,5,201
300,2025-07-19 08:44:40,2025-07-19 13:44:40,JetStream Airlines,DXB,DXB,Windy,High,110,14,39,8,221
301,2025-07-21 22:46:40,2025-07-22 01:46:40,SkyHigh Airways,LAX,ORD,Hot,Severe,67,-10,16,22,235
302,2025-01-02 04:59:40,2025-01-02 06:59:40,JetStream Airlines,DXB,SCL,Snowy,Severe,15,20,3,4,382
303,2025-07-15 22:32:40,2025-07-16 00:32:40,CloudNine Aviation,ORD,FRA,Windy,Low,63,33,14,22,188
304,2025-02-09 19:05:40,2025-02-09 20:05:40,CloudNine Aviation,FRA,FRA,Stormy,Medium,16,-1,3,19,211
305,2025-09-10 07:33:40,2025-09-10 09:33:40,CloudNine Aviation,LAX,CDG,Cold,High,6,22,27,7,331
306,2024-12-25 19:06:40,2024-12-25 22:06:40,Sunset Skies Air,AMS,SYD,Stormy,Severe,47,8,15,19,302
307,2024-09-22 18:01:40,2024-09-22 19:01:40,BlueHorizon Airlines,NRT,CDG,Snowy,Medium,26,12,38,18,204
308,2025-02-16 18:00:40,2025-02-16 20:00:40,CloudNine Aviation,CDG,SCL,Rainy,Medium,59,2,30,18,369
309,2025-03-18 11:10:40,2025-03-18 14:10:40,BlueHorizon Airlines,CPT,JFK,Hazy,Medium,105,37,22,11,261
310,2025-07-06 12:22:40,2025-07-06 13:22:40,EagleFly Express,HND,AMS,Stormy,Medium,57,33,35,12,256
311,2024-11-10 05:26:40,2024-11-10 06:26:40,BlueHorizon Airlines,JFK,SFO,Windy,High,45,31,24,5,353
312,2025-05-10 09:39:40,2025-05-10 13:39:40,Sunset Skies Air,NRT,ORD,Rainy,Low,92,13,10,9,309
313,2025-07-07 09:31:40,2025-07-07 14:31:40,JetStream Airlines,ORD,CDG,Windy,High,15,40,4,9,198
314,2024-10-17 05:25:40,2024-10-17 06:25:40,Sunset Skies Air,HKG,JFK,Hazy,Severe,28,37,47,5,216
315,2024-09-28 21:55:40,2024-09-28 23:55:40,JetStream Airlines,JFK,LHR,Hot,Severe,111,24,29,21,251
316,2025-08-08 08:44:40,2025-08-08 10:44:40,EagleFly Express,JFK,HKG,Snowy,Low,105,-1,3,8,339
317,2024-09-25 08:06:40,2024-09-25 11:06:40,JetStream Airlines,LHR,LHR,Foggy,Severe,0,23,18,8,355
318,2025-06-03 11:21:40,2025-06-03 15:21:40,Sunset Skies Air,NRT,ORD,Stormy,Low,48,31,43,11,198
319,2025-05-31 10:59:40,2025-05-31 14:59:40,CloudNine Aviation,FRA,SYD,Hazy,High,33,5,33,10,245
320,2025-05-15 17:25:40,2025-05-15 22:25:40,SkyHigh Airways,HND,AMS,Windy,High,103,-8,46,17,191
321,2025-04-10 07:38:40,2025-04-10 11:38:40,SkyHigh Airways,SCL,SCL,Cold,Low,48,11,32,7,381
322,2025-04-12 23:31:40,2025-04-13 00:31:40,JetStream Airlines,LHR,CDG,Rainy,Severe,60,40,5,23,324
323,2025-01-07 01:17:40,2025-01-07 05:17:40,JetStream Airlines,FRA,LHR,Hazy,Medium,100,28,21,1,270
324,2024-12-10 23:51:40,2024-12-11 01:51:40,SkyHigh Airways,HKG,LHR,Cold,Low,108,17,13,23,275
325,2025-01-03 04:32:40,2025-01-03 09:32:40,Sunset Skies Air,NRT,LHR,Cloudy,Low,33,-4,15,4,357
326,2024-12-17 06:48:40,2024-12-17 09:48:40,CloudNine Aviation,AMS,SCL,Hot,Low,26,-2,34,6,317
327,2025-09-07 09:15:40,2025-09-07 14:15:40,SkyHigh Airways,ORD,CPT,Cloudy,Severe,75,19,15,9,194
328,2025-01-10 17:49:40,2025-01-10 22:49:40,SkyHigh Airways,NRT,HKG,Stormy,Low,119,23,16,17,311
329,2025-01-12 08:54:40,2025-01-12 12:54:40,BlueHorizon Airlines,CDG,FRA,Icy,Low,10,-6,32,8,333
330,2025-04-24 19:09:40,2025-04-24 21:09:40,Sunset Skies Air,HKG,FRA,Windy,Low,68,30,8,19,210
331,2025-07-01 05:43:40,2025-07-01 06:43:40,JetStream Airlines,HND,CPT,Cloudy,High,17,11,41,5,296
332,2024-12-25 12:11:40,2024-12-25 17:11:40,EagleFly Express,DXB,CDG,Hot,Medium,38,38,21,12,204
333,2024-12-22 21:51:40,2024-12-22 22:51:40,BlueHorizon Airlines,SFO,CDG,Sunny,Low,56,22,33,21,193
334,2025-03-26 09:43:40,2025-03-26 10:43:40,JetStream Airlines,ORD,DXB,Icy,Medium,81,33,19,9,357
335,2025-06-21 20:37:40,2025-06-22 01:37:40,Sunset Skies Air,ORD,NRT,Cold,Medium,15,14,24,20,329
336,2025-04-21 08:04:40,2025-04-21 13:04:40,EagleFly Express,JFK,LHR,Icy,Severe,46,28,33,8,281
337,2025-08-29 12:40:40,2025-08-29 15:40:40,BlueHorizon Airlines,FRA,FRA,Rainy,Severe,74,18,39,12,226
338,2024-12-12 13:46:40,2024-12-12 17:46:40,SkyHigh Airways,GRU,HKG,Rainy,Medium,59,23,11,13,374
339,2025-05-03 06:44:40,2025-05-03 09:44:40,Sunset Skies Air,HKG,DXB,Windy,Medium,95,35,43,6,209
340,2025-07-20 02:23:40,2025-07-20 07:23:40,Sunset Skies Air,CDG,SCL,Rainy,Severe,70,-8,8,2,260
341,2025-08-02 20:01:40,2025-08-02 21:01:40,JetStream Airlines,JFK,FRA,Foggy,Severe,119,28,0,20,272
342,2025-01-12 15:36:40,2025-01-12 17:36:40,CloudNine Aviation,HKG,JFK,Snowy,Medium,34,0,14,15,373
343,2025-03-10 09:51:40,2025-03-10 14:51:40,EagleFly Express,CPT,CPT,Snowy,Low,71,7,46,9,256
344,2025-09-11 04:21:40,2025-09-11 07:21:40,BlueHorizon Airlines,CDG,GRU,Sunny,High,11,7,25,4,308
345,2025-02-18 11:21:40,2025-02-18 13:21:40,Sunset Skies Air,LHR,LHR,Snowy,Low,46,26,2,11,301
346,2024-12-09 23:57:40,2024-12-10 04:57:40,SkyHigh Airways,SYD,LHR,Sunny,High,112,14,49,23,375
347,2025-02-21 03:07:40,2025-02-21 05:07:40,SkyHigh Airways,ORD,ORD,Cold,High,82,31,39,3,376
348,2025-02-28 03:24:40,2025-02-28 08:24:40,BlueHorizon Airlines,JFK,HKG,Sunny,Severe,91,-5,6,3,271
349,2024-10-18 06:54:40,2024-10-18 10:54:40,EagleFly Express,SYD,NRT,Stormy,Low,99,3,34,6,339
350,2025-01-15 17:19:40,2025-01-15 19:19:40,CloudNine Aviation,FRA,GRU,Cloudy,Low,48,-9,9,17,213
351,2024-11-05 06:25:40,2024-11-05 11:25:40,SkyHigh Airways,JFK,SCL,Sunny,High,27,12,1,6,364
352,2025-08-23 03:22:40,2025-08-23 06:22:40,Sunset Skies Air,SFO,SYD,Snowy,Low,95,37,42,3,386
353,2025-04-07 20:11:40,2025-04-07 21:11:40,CloudNine Aviation,GRU,CDG,Hazy,Medium,27,9,5,20,237
354,2025-03-18 23:22:40,2025-03-19 00:22:40,SkyHigh Airways,CPT,SFO,Rainy,High,61,2,36,23,297
355,2025-02-26 06:45:40,2025-02-26 07:45:40,Sunset Skies Air,DXB,LAX,Rainy,Low,93,28,3,6,374
356,2025-02-17 05:36:40,2025-02-17 06:36:40,CloudNine Aviation,SCL,LAX,Hot,Low,31,8,3,5,209
357,2025-04-03 09:07:40,2025-04-03 11:07:40,SkyHigh Airways,JFK,JFK,Hazy,Medium,10,8,19,9,174
358,2024-10-28 22:31:40,2024-10-28 23:31:40,BlueHorizon Airlines,NRT,HND,Cold,High,34,-5,37,22,376
359,2024-09-26 09:16:40,2024-09-26 13:16:40,SkyHigh Airways,CDG,ORD,Sunny,High,52,40,41,9,315
360,2025-09-13 13:56:40,2025-09-13 17:56:40,SkyHigh Airways,CDG,SYD,Hazy,High,0,19,6,13,275
361,2024-11-01 14:02:40,2024-11-01 18:02:40,Sunset Skies Air,FRA,LHR,Icy,Severe,44,12,17,14,193
362,2025-03-02 08:02:40,2025-03-02 10:02:40,EagleFly Express,AMS,HKG,Rainy,High,120,18,4,8,240
363,2025-08-15 03:36:40,2025-08-15 08:36:40,EagleFly Express,JFK,CDG,Hazy,Severe,94,6,0,3,389
364,2025-05-29 18:15:40,2025-05-29 23:15:40,SkyHigh Airways,CDG,FRA,Cold,Medium,26,20,28,18,315
365,2025-01-26 20:56:40,2025-01-26 21:56:40,BlueHorizon Airlines,CPT,SYD,Windy,High,46,18,19,20,326
366,2024-12-31 09:50:40,2024-12-31 12:50:40,BlueHorizon Airlines,LAX,SCL,Hot,Medium,81,20,6,9,386
367,2025-08-12 10:36:40,2025-08-12 15:36:40,EagleFly Express,SYD,SYD,Rainy,Medium,27,27,29,10,216
368,2025-02-13 22:28:40,2025-02-14 02:28:40,SkyHigh Airways,HND,AMS,Sunny,High,63,2,3,22,202
369,2025-08-21 09:48:40,2025-08-21 14:48:40,JetStream Airlines,SFO,AMS,Icy,Severe,11,-6,34,9,351
370,2025-01-07 12:27:40,2025-01-07 14:27:40,BlueHorizon Airlines,HND,HKG,Windy,High,11,25,25,12,282
371,2025-03-29 06:24:40,2025-03-29 09:24:40,Sunset Skies Air,ORD,FRA,Rainy,High,13,40,4,6,202
372,2025-04-22 23:34:40,2025-04-23 02:34:40,JetStream Airlines,CDG,CPT,Foggy,Medium,101,9,27,23,369
373,2024-12-22 08:22:40,2024-12-22 12:22:40,EagleFly Express,CDG,JFK,Snowy,High,13,22,16,8,308
374,2025-04-08 18:52:40,2025-04-08 20:52:40,JetStream Airlines,NRT,HND,Cold,Severe,102,19,3,18,377
375,2024-10-23 10:57:40,2024-10-23 12:57:40,BlueHorizon Airlines,JFK,DXB,Cloudy,Severe,88,11,22,10,296
376,2024-10-11 23:07:40,2024-10-12 03:07:40,CloudNine Aviation,NRT,JFK,Cold,High,5,12,46,23,236
377,2024-12-19 21:00:40,2024-12-20 00:00:40,JetStream Airlines,LHR,CPT,Cloudy,Severe,14,30,35,21,306
378,2024-12-02 16:48:40,2024-12-02 17:48:40,JetStream Airlines,HND,CPT,Stormy,Medium,10,15,35,16,246
379,2025-08-28 10:39:40,2025-08-28 15:39:40,BlueHorizon Airlines,HKG,NRT,Windy,Low,64,23,2,10,361
380,2024-10-13 06:53:40,2024-10-13 09:53:40,SkyHigh Airways,NRT,DXB,Cold,Medium,108,3,11,6,347
381,2025-05-01 07:51:40,2025-05-01 08:51:40,Sunset Skies Air,JFK,GRU,Sunny,Severe,81,1,9,7,290
382,2025-03-20 22:42:40,2025-03-20 23:42:40,EagleFly Express,FRA,LAX,Icy,Severe,93,10,42,22,338
383,2024-12-19 08:10:40,2024-12-19 13:10:40,BlueHorizon Airlines,CPT,AMS,Snowy,Low,38,31,24,8,312
384,2025-01-08 01:08:40,2025-01-08 04:08:40,BlueHorizon Airlines,FRA,LAX,Icy,Severe,103,32,19,1,307
385,2024-11-14 23:23:40,2024-11-15 01:23:40,BlueHorizon Airlines,SYD,HKG,Cold,Severe,56,2,20,23,216
386,2025-05-09 00:49:40,2025-05-09 03:49:40,EagleFly Express,CPT,LAX,Icy,Medium,59,11,32,0,373
387,2024-11-06 20:56:40,2024-11-06 21:56:40,SkyHigh Airways,LHR,LAX,Hazy,Medium,72,9,32,20,170
388,2024-11-18 00:34:40,2024-11-18 02:34:40,CloudNine Aviation,JFK,CPT,Cloudy,High,67,39,49,0,234
389,2025-07-31 22:27:40,2025-08-01 02:27:40,SkyHigh Airways,DXB,LAX,Sunny,High,22,-1,16,22,208
390,2024-10-12 14:20:40,2024-10-12 17:20:40,CloudNine Aviation,LHR,HND,Sunny,Medium,9,0,0,14,337
391,2025-01-05 02:00:40,2025-01-05 07:00:40,Sunset Skies Air,CPT,GRU,Foggy,Severe,40,-6,17,2,197
392,2025-05-21 08:14:40,2025-05-21 12:14:40,Sunset Skies Air,FRA,HND,Foggy,Low,77,22,9,8,177
393,2025-07-13 06:38:40,2025-07-13 09:38:40,EagleFly Express,JFK,DXB,Sunny,Low,16,38,42,6,306
394,2025-01-02 21:08:40,2025-01-03 00:08:40,CloudNine Aviation,DXB,LHR,Stormy,Severe,80,25,34,21,322
395,2025-03-02 09:06:40,2025-03-02 13:06:40,CloudNine Aviation,CDG,LAX,Icy,Severe,112,32,34,9,245
396,2025-05-20 01:07:40,2025-05-20 02:07:40,BlueHorizon Airlines,NRT,DXB,Foggy,Low,5,29,34,1,290
397,2024-10-27 12:54:40,2024-10-27 15:54:40,JetStream Airlines,LHR,HKG,Snowy,High,2,28,33,12,320
398,2024-10-30 20:45:40,2024-10-31 00:45:40,EagleFly Express,FRA,SYD,Snowy,Low,57,16,6,20,295
399,2025-06-06 05:46:40,2025-06-06 06:46:40,EagleFly Express,CDG,CPT,Cloudy,Medium,110,29,4,5,247
400,2025-08-31 21:07:40,2025-09-01 02:07:40,JetStream Airlines,SFO,NRT,Rainy,Severe,91,0,4,21,271
401,2025-05-07 09:11:40,2025-05-07 11:11:40,EagleFly Express,AMS,CDG,Cold,Severe,18,32,19,9,204
402,2025-01-15 04:34:40,2025-01-15 07:34:40,BlueHorizon Airlines,ORD,SFO,Cloudy,Medium,72,-8,26,4,295
403,2025-09-19 23:31:40,2025-09-20 02:31:40,Sunset Skies Air,SCL,NRT,Hazy,Low,116,6,24,23,289
404,2025-08-11 19:49:40,2025-08-11 21:49:40,JetStream Airlines,ORD,CDG,Hazy,Severe,1,10,8,19,273
405,2025-05-14 17:24:40,2025-05-14 22:24:40,BlueHorizon Airlines,LAX,LHR,Cold,Low,58,-9,45,17,303
406,2025-08-04 03:39:40,2025-08-04 07:39:40,JetStream Airlines,DXB,SCL,Icy,Medium,58,-2,25,3,370
407,2024-12-02 23:35:40,2024-12-03 04:35:40,Sunset Skies Air,AMS,HKG,Hazy,High,14,27,22,23,342
408,2025-01-16 06:59:40,2025-01-16 07:59:40,Sunset Skies Air,AMS,HND,Cold,Medium,29,0,28,6,178
409,2024-11-25 05:47:40,2024-11-25 09:47:40,EagleFly Express,NRT,LHR,Hot,High,78,37,11,5,367
410,2025-05-04 03:48:40,2025-05-04 07:48:40,EagleFly Express,GRU,DXB,Hazy,Low,2,-1,32,3,303
411,2024-09-21 11:26:40,2024-09-21 16:26:40,EagleFly Express,SCL,LAX,Sunny,High,37,29,36,11,252
412,2025-01-20 20:52:40,2025-01-21 00:52:40,Sunset Skies Air,HND,AMS,Rainy,High,119,39,27,20,195
413,2025-05-25 23:23:40,2025-05-26 02:23:40,BlueHorizon Airlines,HND,HND,Cloudy,High,90,29,21,23,343
414,2025-04-20 21:22:40,2025-04-21 01:22:40,EagleFly Express,HND,SFO,Icy,High,113,33,38,21,286
415,2024-09-25 19:37:40,2024-09-25 21:37:40,JetStream Airlines,AMS,HND,Stormy,Severe,59,32,1,19,289
416,2025-06-14 22:08:40,2025-06-15 00:08:40,Sunset Skies Air,SCL,JFK,Hazy,Severe,91,11,14,22,285
417,2025-06-19 16:54:40,2025-06-19 18:54:40,SkyHigh Airways,LHR,CDG,Stormy,Low,88,28,6,16,247
418,2025-08-05 07:18:40,2025-08-05 11:18:40,EagleFly Express,JFK,LAX,Cold,Medium,41,19,38,7,310
419,2024-12-09 23:32:40,2024-12-10 01:32:40,EagleFly Express,LHR,DXB,Windy,Low,22,21,31,23,218
420,2025-09-16 12:41:40,2025-09-16 15:41:40,EagleFly Express,CDG,SCL,Cold,Low,25,-8,42,12,224
421,2025-01-11 04:28:40,2025-01-11 06:28:40,JetStream Airlines,SFO,JFK,Hot,Severe,29,2,46,4,378
422,2025-08-19 22:34:40,2025-08-20 01:34:40,JetStream Airlines,SYD,DXB,Cold,Low,11,20,30,22,292
423,2024-11-10 19:51:40,2024-11-10 22:51:40,BlueHorizon Airlines,HKG,SFO,Cloudy,Low,118,34,1,19,191
424,2025-07-30 10:09:40,2025-07-30 14:09:40,SkyHigh Airways,ORD,LHR,Hazy,Severe,110,11,24,10,277
425,2025-04-24 21:49:40,2025-04-24 23:49:40,Sunset Skies Air,SCL,GRU,Sunny,Low,48,20,15,21,184
426,2025-03-18 07:12:40,2025-03-18 10:12:40,Sunset Skies Air,DXB,CDG,Snowy,Low,7,-10,28,7,330
427,2025-03-05 01:25:40,2025-03-05 02:25:40,BlueHorizon Airlines,SYD,LAX,Sunny,Severe,10,11,3,1,209
428,2024-10-20 08:00:40,2024-10-20 10:00:40,Sunset Skies Air,HND,HND,Rainy,Low,58,33,12,8,323
429,2024-09-23 20:31:40,2024-09-23 23:31:40,EagleFly Express,SYD,HND,Cold,Low,112,-10,26,20,284
430,2025-08-13 04:14:40,2025-08-13 06:14:40,SkyHigh Airways,JFK,LHR,Rainy,High,15,38,18,4,245
431,2025-07-14 05:20:40,2025-07-14 10:20:40,CloudNine Aviation,CPT,JFK,Snowy,Low,50,34,39,5,244
432,2025-02-22 17:59:40,2025-02-22 22:59:40,JetStream Airlines,CDG,DXB,Hazy,High,101,13,40,17,212
433,2024-09-28 02:44:40,2024-09-28 06:44:40,JetStream Airlines,ORD,AMS,Sunny,Low,101,6,49,2,213
434,2025-04-09 22:31:40,2025-04-09 23:31:40,CloudNine Aviation,SCL,AMS,Hot,High,93,-8,15,22,324
435,2025-02-15 15:46:40,2025-02-15 20:46:40,SkyHigh Airways,FRA,CDG,Cold,Severe,107,-1,19,15,301
